,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
0,True,https://www.amazon.com/Best-Sellers-Appliances/zgbs/appliances,Appliances,,,,,,,
1,True,https://www.amazon.com/Best-Sellers-Appliances-Cooktops/zgbs/appliances/3741261,Appliances,Cooktops,,,,,,
2,True,https://www.amazon.com/Best-Sellers-Appliances-Dishwashers/zgbs/appliances/3741271,Appliances,Dishwashers,,,,,,
3,True,https://www.amazon.com/Best-Sellers-Appliances-Built-Dishwashers/zgbs/appliances/3741281,Appliances,Dishwashers,Built-In Dishwashers,,,,,
4,True,https://www.amazon.com/Best-Sellers-Appliances-Countertop-Dishwashers/zgbs/appliances/19201451011,Appliances,Dishwashers,Countertop Dishwashers,,,,,
5,True,https://www.amazon.com/Best-Sellers-Appliances-Portable-Dishwashers/zgbs/appliances/19201449011,Appliances,Dishwashers,Portable Dishwashers,,,,,
6,True,https://www.amazon.com/Best-Sellers-Appliances-Freezers/zgbs/appliances/3741331,Appliances,Freezers,,,,,,
7,True,https://www.amazon.com/Best-Sellers-Appliances-Chest-Freezers/zgbs/appliances/3741341,Appliances,Freezers,Chest Freezers,,,,,
8,True,https://www.amazon.com/Best-Sellers-Appliances-Upright-Freezers/zgbs/appliances/3741351,Appliances,Freezers,Upright Freezers,,,,,
9,True,https://www.amazon.com/Best-Sellers-Appliances-Ice-Makers/zgbs/appliances/2399939011,Appliances,Ice Makers,,,,,,
10,True,https://www.amazon.com/Best-Sellers-Appliances-Range-Hoods/zgbs/appliances/3741441,Appliances,Range Hoods,,,,,,
11,True,https://www.amazon.com/Best-Sellers-Appliances-Ranges/zgbs/appliances/3741411,Appliances,Ranges,,,,,,
12,True,https://www.amazon.com/Best-Sellers-Appliances-Drop-Ranges/zgbs/appliances/3741421,Appliances,Ranges,Drop-In Ranges,,,,,
13,True,https://www.amazon.com/Best-Sellers-Appliances-Freestanding-Ranges/zgbs/appliances/3741431,Appliances,Ranges,Freestanding Ranges,,,,,
14,True,https://www.amazon.com/Best-Sellers-Appliances-Slide-Ranges/zgbs/appliances/2399946011,Appliances,Ranges,Slide-In Ranges,,,,,
15,True,https://www.amazon.com/Best-Sellers-Appliances-Refrigerators/zgbs/appliances/3741361,Appliances,Refrigerators,,,,,,
16,True,https://www.amazon.com/Best-Sellers-Appliances-Wall-Ovens/zgbs/appliances/3741481,Appliances,Wall Ovens,,,,,,
17,True,https://www.amazon.com/Best-Sellers-Appliances-Combination-Microwave-Wall-Ovens/zgbs/appliances/3741491,Appliances,Wall Ovens,Combination Microwave & Wall Ovens,,,,,
18,True,https://www.amazon.com/Best-Sellers-Appliances-Double-Wall-Ovens/zgbs/appliances/3741501,Appliances,Wall Ovens,Double Wall Ovens,,,,,
19,True,https://www.amazon.com/Best-Sellers-Appliances-Single-Wall-Ovens/zgbs/appliances/3741511,Appliances,Wall Ovens,Single Wall Ovens,,,,,
20,True,https://www.amazon.com/Best-Sellers-Appliances-Warming-Drawers/zgbs/appliances/2399955011,Appliances,Warming Drawers,,,,,,
21,True,https://www.amazon.com/Best-Sellers-Appliances-Washers-Dryers/zgbs/appliances/2383576011,Appliances,Washers & Dryers,,,,,,
22,True,https://www.amazon.com/Best-Sellers-Appliances-Clothes-Dryers/zgbs/appliances/13397481,Appliances,Washers & Dryers,Dryers,,,,,
23,True,https://www.amazon.com/Best-Sellers-Appliances-Clothes-Washing-Machines/zgbs/appliances/13397491,Appliances,Washers & Dryers,Washers,,,,,
24,True,https://www.amazon.com/Best-Sellers-Appliances-Combination-Washers-Dryers/zgbs/appliances/13755271,Appliances,Washers & Dryers,All-in-One Combination Washers & Dryers,,,,,
25,True,https://www.amazon.com/Best-Sellers-Appliances-Stacked-Washer-Dryer-Units/zgbs/appliances/2399957011,Appliances,Washers & Dryers,Stacked Washer & Dryer Units,,,,,
26,True,https://www.amazon.com/Best-Sellers-Appliances-Portable-Clothes-Washing-Machines/zgbs/appliances/9709422011,Appliances,Washers & Dryers,Portable Washers,,,,,
27,True,https://www.amazon.com/Best-Sellers-Appliances-Wine-Cellars/zgbs/appliances/3741521,Appliances,Wine Cellars,,,,,,
28,True,https://www.amazon.com/Best-Sellers-Kitchen-Dining-Built-Wine-Cellars/zgbs/kitchen/3741551,Appliances,Wine Cellars,Built-In Wine Cellars,,,,,
29,True,https://www.amazon.com/Best-Sellers-Kitchen-Dining-Freestanding-Wine-Cellars/zgbs/kitchen/3741541,Appliances,Wine Cellars,Freestanding Wine Cellars,,,,,
30,True,https://www.amazon.com/Best-Sellers-Kitchen-Dining-Wine-Cellar-Cooling-Systems/zgbs/kitchen/3741581,Appliances,Wine Cellars,Wine Cellar Cooling Systems,,,,,
31,True,https://www.amazon.com/Best-Sellers-Appliances-Home-Appliance-Warranties/zgbs/appliances/2242350011,Appliances,Appliance Warranties,,,,,,
32,True,https://www.amazon.com/Best-Sellers-Appstore-Android/zgbs/mobile-apps,Apps & Games,,,,,,,
33,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Books-Comics/zgbs/mobile-apps/9408444011,Apps & Games,Books & Comics,,,,,,
34,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Book-Info-Reviews/zgbs/mobile-apps/9408446011,Apps & Games,Books & Comics,Book Info & Reviews,,,,,
35,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Book-Readers-Players/zgbs/mobile-apps/9408445011,Apps & Games,Books & Comics,Readers & Players,,,,,
36,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Business/zgbs/mobile-apps/10298305011,Apps & Games,Business,,,,,,
37,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Accounting-Expenses/zgbs/mobile-apps/9408434011,Apps & Games,Business,Accounting & Expenses,,,,,
38,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Document-Editing/zgbs/mobile-apps/9408452011,Apps & Games,Business,Document Editing,,,,,
39,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Document-Viewers/zgbs/mobile-apps/9408454011,Apps & Games,Business,Document Viewers,,,,,
40,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Email-Clients/zgbs/mobile-apps/9408468011,Apps & Games,Business,Email Clients,,,,,
41,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Graphic-Design/zgbs/mobile-apps/9408456011,Apps & Games,Business,Graphic Design,,,,,
42,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Meetings-Conferencing/zgbs/mobile-apps/9408451011,Apps & Games,Business,Meetings & Conferencing,,,,,
43,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Organizers-Assistants/zgbs/mobile-apps/9408459011,Apps & Games,Business,Organizers & Assistants,,,,,
44,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Presentations/zgbs/mobile-apps/9408460011,Apps & Games,Business,Presentations,,,,,
45,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Professional-Networking/zgbs/mobile-apps/9408476011,Apps & Games,Business,Networking,,,,,
46,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Scanning-Printing/zgbs/mobile-apps/9408932011,Apps & Games,Business,Scanning & Printing,,,,,
47,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Do-Lists-Reminders/zgbs/mobile-apps/9408461011,Apps & Games,Business,To-Do Lists & Reminders,,,,,
48,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Communication/zgbs/mobile-apps/9408466011,Apps & Games,Communication,,,,,,
49,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Customization/zgbs/mobile-apps/9408481011,Apps & Games,Customization,,,,,,
50,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Ringtones-Notifications/zgbs/mobile-apps/9408485011,Apps & Games,Customization,Ringtones & Notifications,,,,,
51,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Themes/zgbs/mobile-apps/9408486011,Apps & Games,Customization,Themes,,,,,
52,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Wallpapers-Images/zgbs/mobile-apps/9408487011,Apps & Games,Customization,Wallpapers & Images,,,,,
53,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Widgets/zgbs/mobile-apps/9408942011,Apps & Games,Customization,Widgets,,,,,
54,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Education/zgbs/mobile-apps/9408490011,Apps & Games,Education,,,,,,
55,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Finance/zgbs/mobile-apps/9408433011,Apps & Games,Finance,,,,,,
56,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Accounting-Expenses/zgbs/mobile-apps/9408434011,Apps & Games,Finance,Accounting & Expenses,,,,,
57,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Banking/zgbs/mobile-apps/9408435011,Apps & Games,Finance,Banking,,,,,
58,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Currency-Converters/zgbs/mobile-apps/9408436011,Apps & Games,Finance,Currency Converters,,,,,
59,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Payments-Money-Transfers/zgbs/mobile-apps/9408440011,Apps & Games,Finance,Payments & Money Transfers,,,,,
60,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Personal-Finance/zgbs/mobile-apps/9408441011,Apps & Games,Finance,Personal Finance,,,,,
61,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Stocks-Investing/zgbs/mobile-apps/9408438011,Apps & Games,Finance,Stocks & Investing,,,,,
62,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Tax-Calculators/zgbs/mobile-apps/9408442011,Apps & Games,Finance,Tax Calculators,,,,,
63,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Food-Drink/zgbs/mobile-apps/9408523011,Apps & Games,Food & Drink,,,,,,
64,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Cooking-Recipes/zgbs/mobile-apps/9408524011,Apps & Games,Food & Drink,Cooking & Recipes,,,,,
65,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Wine-Beverages/zgbs/mobile-apps/9408527011,Apps & Games,Food & Drink,Wine & Beverages,,,,,
66,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Games/zgbs/mobile-apps/9209902011,Apps & Games,Games,,,,,,
67,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Action-Games/zgbs/mobile-apps/9408529011,Apps & Games,Games,Action,,,,,
68,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Adventure-Games/zgbs/mobile-apps/9408530011,Apps & Games,Games,Adventure,,,,,
69,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Arcade-Games/zgbs/mobile-apps/9408531011,Apps & Games,Games,Arcade,,,,,
70,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Board-Games/zgbs/mobile-apps/9408532011,Apps & Games,Games,Board,,,,,
71,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Brain-Puzzle-Games/zgbs/mobile-apps/9408533011,Apps & Games,Games,Brain & Puzzle,,,,,
72,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Card-Games/zgbs/mobile-apps/9408534011,Apps & Games,Games,Cards,,,,,
73,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Casino-Games/zgbs/mobile-apps/9408535011,Apps & Games,Games,Casino,,,,,
74,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Dice-Games/zgbs/mobile-apps/9408536011,Apps & Games,Games,Dice,,,,,
75,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Music-Rhythm-Games/zgbs/mobile-apps/9408537011,Apps & Games,Games,Music & Rhythm,,,,,
76,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Racing-Games/zgbs/mobile-apps/9408538011,Apps & Games,Games,Racing,,,,,
77,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Role-Playing-Games/zgbs/mobile-apps/9408539011,Apps & Games,Games,Role Playing,,,,,
78,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Seek-Find-Games/zgbs/mobile-apps/9408541011,Apps & Games,Games,Seek & Find,,,,,
79,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Simulation-Games/zgbs/mobile-apps/9408542011,Apps & Games,Games,Simulation,,,,,
80,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Sports-Games/zgbs/mobile-apps/9408543011,Apps & Games,Games,Sports Games,,,,,
81,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Baseball-Games/zgbs/mobile-apps/9408545011,Apps & Games,Games,Sports Games,Baseball,,,,
82,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Basketball-Games/zgbs/mobile-apps/9408546011,Apps & Games,Games,Sports Games,Basketball,,,,
83,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Bowling-Games/zgbs/mobile-apps/9408547011,Apps & Games,Games,Sports Games,Bowling,,,,
84,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Boxing-Games/zgbs/mobile-apps/9408548011,Apps & Games,Games,Sports Games,Boxing,,,,
85,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Cricket-Games/zgbs/mobile-apps/9408550011,Apps & Games,Games,Sports Games,Cricket,,,,
86,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Extreme-Sports-Games/zgbs/mobile-apps/9408553011,Apps & Games,Games,Sports Games,Extreme Sports,,,,
87,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Fantasy-Sports/zgbs/mobile-apps/9408877011,Apps & Games,Games,Sports Games,Fantasy,,,,
88,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Fishing-Games/zgbs/mobile-apps/9408555011,Apps & Games,Games,Sports Games,Fishing,,,,
89,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Football-Games/zgbs/mobile-apps/9408556011,Apps & Games,Games,Sports Games,Football,,,,
90,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Golf-Games/zgbs/mobile-apps/9408557011,Apps & Games,Games,Sports Games,Golf,,,,
91,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Ice-Hockey-Games/zgbs/mobile-apps/9408560011,Apps & Games,Games,Sports Games,Ice Hockey,,,,
92,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Pool-Billiards-Games/zgbs/mobile-apps/9408565011,Apps & Games,Games,Sports Games,Pool & Billiards,,,,
93,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Soccer-Games/zgbs/mobile-apps/9408568011,Apps & Games,Games,Sports Games,Soccer,,,,
94,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Tennis-Games/zgbs/mobile-apps/9408571011,Apps & Games,Games,Sports Games,Tennis,,,,
95,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Strategy-Games/zgbs/mobile-apps/9408578011,Apps & Games,Games,Strategy,,,,,
96,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Trivia-Games/zgbs/mobile-apps/9408579011,Apps & Games,Games,Trivia,,,,,
97,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Word-Games/zgbs/mobile-apps/9408580011,Apps & Games,Games,Words,,,,,
98,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Health-Fitness/zgbs/mobile-apps/9408749011,Apps & Games,Health & Fitness,,,,,,
99,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Activity-Tracking/zgbs/mobile-apps/9408750011,Apps & Games,Health & Fitness,Activity Tracking,,,,,
100,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Exercise-Motivation/zgbs/mobile-apps/9408751011,Apps & Games,Health & Fitness,Exercise Motivation,,,,,
101,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Heart-Rate-Monitors/zgbs/mobile-apps/9408752011,Apps & Games,Health & Fitness,Heart Rate Monitors,,,,,
102,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Massage-Guides/zgbs/mobile-apps/9408753011,Apps & Games,Health & Fitness,Massage Guides,,,,,
103,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Meditation-Guides/zgbs/mobile-apps/9408727011,Apps & Games,Health & Fitness,Meditation Guides,,,,,
104,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Menstrual-Trackers/zgbs/mobile-apps/9408758011,Apps & Games,Health & Fitness,Menstrual Trackers,,,,,
105,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Nutrition-Diet/zgbs/mobile-apps/9408759011,Apps & Games,Health & Fitness,Nutrition & Diet,,,,,
106,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Pregnancy/zgbs/mobile-apps/9408760011,Apps & Games,Health & Fitness,Pregnancy,,,,,
107,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Sleep-Tracking/zgbs/mobile-apps/9408761011,Apps & Games,Health & Fitness,Sleep Tracking,,,,,
108,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Sounds-Relaxation/zgbs/mobile-apps/9408774011,Apps & Games,Health & Fitness,Sounds & Relaxation,,,,,
109,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Workout-Guides/zgbs/mobile-apps/9408762011,Apps & Games,Health & Fitness,Workout Guides,,,,,
110,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Yoga-Guides/zgbs/mobile-apps/9408763011,Apps & Games,Health & Fitness,Yoga Guides,,,,,
111,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Kids/zgbs/mobile-apps/9408582011,Apps & Games,Kids,,,,,,
112,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Book-Readers-Players-Kids/zgbs/mobile-apps/9408583011,Apps & Games,Kids,Book Readers & Players,,,,,
113,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Education-Kids/zgbs/mobile-apps/9408633011,Apps & Games,Kids,Education,,,,,
114,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Games-Kids/zgbs/mobile-apps/9408584011,Apps & Games,Kids,Games,,,,,
115,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Movie-TV-Streaming-Kids/zgbs/mobile-apps/9408708011,Apps & Games,Kids,Movie & TV Streaming,,,,,
116,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Music-Audio-Kids/zgbs/mobile-apps/9408649011,Apps & Games,Kids,Music & Audio,,,,,
117,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Lifestyle/zgbs/mobile-apps/9408710011,Apps & Games,Lifestyle,,,,,,
118,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Astrology/zgbs/mobile-apps/9408711011,Apps & Games,Lifestyle,Astrology,,,,,
119,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Beauty-Cosmetics/zgbs/mobile-apps/9408713011,Apps & Games,Lifestyle,Beauty & Cosmetics,,,,,
120,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Celebrities/zgbs/mobile-apps/9408714011,Apps & Games,Lifestyle,Celebrities,,,,,
121,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Cooking-Recipes/zgbs/mobile-apps/9408524011,Apps & Games,Lifestyle,Cooking & Recipes,,,,,
122,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Crafts-DIY/zgbs/mobile-apps/9408716011,Apps & Games,Lifestyle,Crafts & DIY,,,,,
123,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Creative-Writing/zgbs/mobile-apps/9408717011,Apps & Games,Lifestyle,Creative Writing,,,,,
124,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Diaries/zgbs/mobile-apps/9408718011,Apps & Games,Lifestyle,Diaries,,,,,
125,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Fashion-Style/zgbs/mobile-apps/9408722011,Apps & Games,Lifestyle,Fashion & Style,,,,,
126,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Game-Rules/zgbs/mobile-apps/9408723011,Apps & Games,Lifestyle,Game Rules,,,,,
127,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Health-Fitness/zgbs/mobile-apps/9408749011,Apps & Games,Lifestyle,Health & Fitness,,,,,
128,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Activity-Tracking/zgbs/mobile-apps/9408750011,Apps & Games,Lifestyle,Health & Fitness,Activity Tracking,,,,
129,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Exercise-Motivation/zgbs/mobile-apps/9408751011,Apps & Games,Lifestyle,Health & Fitness,Exercise Motivation,,,,
130,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Heart-Rate-Monitors/zgbs/mobile-apps/9408752011,Apps & Games,Lifestyle,Health & Fitness,Heart Rate Monitors,,,,
131,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Massage-Guides/zgbs/mobile-apps/9408753011,Apps & Games,Lifestyle,Health & Fitness,Massage Guides,,,,
132,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Meditation-Guides/zgbs/mobile-apps/9408727011,Apps & Games,Lifestyle,Health & Fitness,Meditation Guides,,,,
133,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Menstrual-Trackers/zgbs/mobile-apps/9408758011,Apps & Games,Lifestyle,Health & Fitness,Menstrual Trackers,,,,
134,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Nutrition-Diet/zgbs/mobile-apps/9408759011,Apps & Games,Lifestyle,Health & Fitness,Nutrition & Diet,,,,
135,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Pregnancy/zgbs/mobile-apps/9408760011,Apps & Games,Lifestyle,Health & Fitness,Pregnancy,,,,
136,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Sleep-Tracking/zgbs/mobile-apps/9408761011,Apps & Games,Lifestyle,Health & Fitness,Sleep Tracking,,,,
137,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Sounds-Relaxation/zgbs/mobile-apps/9408774011,Apps & Games,Lifestyle,Health & Fitness,Sounds & Relaxation,,,,
138,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Workout-Guides/zgbs/mobile-apps/9408762011,Apps & Games,Lifestyle,Health & Fitness,Workout Guides,,,,
139,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Yoga-Guides/zgbs/mobile-apps/9408763011,Apps & Games,Lifestyle,Health & Fitness,Yoga Guides,,,,
140,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Home-Garden/zgbs/mobile-apps/9408725011,Apps & Games,Lifestyle,Home & Garden,,,,,
141,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Meditation-Guides/zgbs/mobile-apps/9408727011,Apps & Games,Lifestyle,Meditation Guides,,,,,
142,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Outdoors-Nature/zgbs/mobile-apps/9408729011,Apps & Games,Lifestyle,Outdoors & Nature,,,,,
143,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Parenting/zgbs/mobile-apps/9408730011,Apps & Games,Lifestyle,Parenting,,,,,
144,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Pets-Animals/zgbs/mobile-apps/9408731011,Apps & Games,Lifestyle,Pets & Animals,,,,,
145,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Quotes/zgbs/mobile-apps/9408732011,Apps & Games,Lifestyle,Quotes,,,,,
146,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Relationships/zgbs/mobile-apps/9408740011,Apps & Games,Lifestyle,Relationships,,,,,
147,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Religion-Spirituality/zgbs/mobile-apps/9408741011,Apps & Games,Lifestyle,Religion & Spirituality,,,,,
148,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Self-Improvement/zgbs/mobile-apps/9408743011,Apps & Games,Lifestyle,Self Improvement,,,,,
149,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Sexuality/zgbs/mobile-apps/9408744011,Apps & Games,Lifestyle,Sexuality,,,,,
150,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Tattoos-Body-Piercing/zgbs/mobile-apps/9408746011,Apps & Games,Lifestyle,Tattoos & Body Piercing,,,,,
151,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Wedding/zgbs/mobile-apps/9408747011,Apps & Games,Lifestyle,Wedding,,,,,
152,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Wine-Beverages/zgbs/mobile-apps/9408527011,Apps & Games,Lifestyle,Wine & Beverages,,,,,
153,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Local/zgbs/mobile-apps/10298309011,Apps & Games,Local,,,,,,
154,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Business-Locators/zgbs/mobile-apps/9408787011,Apps & Games,Local,Business Locators,,,,,
155,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Navigation/zgbs/mobile-apps/9408794011,Apps & Games,Local,Navigation,,,,,
156,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Offline-Maps/zgbs/mobile-apps/9408795011,Apps & Games,Local,Offline Maps,,,,,
157,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Real-Estate/zgbs/mobile-apps/9408733011,Apps & Games,Local,Real Estate,,,,,
158,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Taxi-Ridesharing/zgbs/mobile-apps/9408788011,Apps & Games,Local,Taxi & Ridesharing,,,,,
159,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Magazines/zgbs/mobile-apps/9408805011,Apps & Games,Magazines,,,,,,
160,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Medical/zgbs/mobile-apps/10298306011,Apps & Games,Medical,,,,,,
161,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Medical-Education/zgbs/mobile-apps/9408755011,Apps & Games,Medical,Education,,,,,
162,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Heart-Rate-Monitors/zgbs/mobile-apps/9408752011,Apps & Games,Medical,Heart Rate Monitors,,,,,
163,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Massage-Guides/zgbs/mobile-apps/9408753011,Apps & Games,Medical,Massage Guides,,,,,
164,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Menstrual-Trackers/zgbs/mobile-apps/9408758011,Apps & Games,Medical,Menstrual Trackers,,,,,
165,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Pregnancy/zgbs/mobile-apps/9408760011,Apps & Games,Medical,Pregnancy,,,,,
166,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Medical-Reference/zgbs/mobile-apps/9408756011,Apps & Games,Medical,Reference,,,,,
167,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Sleep-Tracking/zgbs/mobile-apps/9408761011,Apps & Games,Medical,Sleep Tracking,,,,,
168,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Movies-TV/zgbs/mobile-apps/9408765011,Apps & Games,Movies & TV,,,,,,
169,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Movie-Info-Reviews/zgbs/mobile-apps/9408769011,Apps & Games,Movies & TV,Movie Info & Reviews,,,,,
170,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Demand-Movie-Streaming/zgbs/mobile-apps/9408766011,Apps & Games,Movies & TV,On-Demand Movie Streaming,,,,,
171,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Video-Sharing/zgbs/mobile-apps/10298307011,Apps & Games,Movies & TV,Video-Sharing,,,,,
172,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Music-Audio/zgbs/mobile-apps/9408771011,Apps & Games,Music & Audio,,,,,,
173,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Book-Readers-Players/zgbs/mobile-apps/9408445011,Apps & Games,Music & Audio,Audio Book Readers & Players,,,,,
174,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Audio-Recording/zgbs/mobile-apps/9408916011,Apps & Games,Music & Audio,Audio Recording,,,,,
175,True,https://www.amazon.com/Best-Sellers-Appstore-Android-Instruments-Music-Makers/zgbs/mobile-apps/9408775011,Apps & Games,Music & Audio,Instruments & Music Makers,,,,,
